KEY,NOTES,ENGLISH,GERMAN
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.",
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.",
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} mit zugewiesener Ernte
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} zugewiesen
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} von {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} Kacheln
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.",
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,"Dein Fortschritt wird automatisch um Mitternacht gespeichert und auch, wenn du das Spiel beendest. Du kannst auch schnell speichern, indem du die Taste F5 drückst."
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,
TUTORIAL.SHOW_LABEL,,Show Tutorial,
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,

VEGETABLE.BARLEY,,Barley,Gerste
VEGETABLE.BARLEY.PLURAL,,Barley,Gerste
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein Getreide, das nur bei der Herstellung von Bier verwendet wird. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Berserker Pilz
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Berserkerpilze
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Ein Pilz mit einer rosa-roten Kappe mit weißen Flecken. Es hat halluzinogene Eigenschaften, die Krieger manchmal in Vorbereitung auf den Kampf verwenden."
VEGETABLE.CARROT,,Carrot,Karotte
VEGETABLE.CARROT.PLURAL,,Carrots,Karotten
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein hartes Wurzelgemüse, das den {{SEASON.WINTER}} Frost überlebt. Karotten wachsen schnell, produzieren aber nur eine kleine Ernte. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
VEGETABLE.CORN,,Sweetcorn,Mais
VEGETABLE.CORN.PLURAL,,Sweetcorn,Mais
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Ein Getreidekorn auch als Mais bekannt. Es produziert eine reiche Ernte, dauert aber etwa 2 Jahreszeiten, um zu wachsen und kann {{SEASON.WINTER}} nicht überleben, daher erfordert es die Pflanzung Anfang {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Todeskappe Pilz
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Todeskappe Pilze
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Ein sehr giftiger Pilz mit einer breiten, flachen Kappe. Selbst eine winzige Menge zu essen, wird fast sicher Vergiftungen verursachen, die zum Tod führen können."
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Drachenfrucht
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Drachenfrüchte
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Elfsbane Pilz
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Elfsbane Pilze
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Dieser Pilz hat einen einfachen, geschmacklosen Geschmack für die meisten Humanoiden. Seltsamerweise schmeckt es absolut ekelhaft für Elfen, die oft mit explosivem Erbrechen beim Verzehr oder in extremen Fällen einen Herzinfarkt reagieren."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Faustpilz
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Faustpilze
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Ein schwarz-blauer Pilz mit einem metallischen Geschmack. Es ist nach einer Gruppe von Barden aus dem Zeitalter der Dunkelheit benannt.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Glühpilz
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Glühpilze
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,"Ein magisch infundiertes Pilz, das Licht abgibt und die Farbe mit den Jahreszeiten ändert."
VEGETABLE.HEMP,,Hemp,Hanf
VEGETABLE.HEMP.PLURAL,,Hemp,Hanf
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,Dies wird im {{ROOMS.TEXTILE_WORKSHOP}} zu einem brauchbaren Material verarbeitet.
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Hanffaser
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Hanffaser
VEGETABLE.HOPS,,Hops,Hopfen
VEGETABLE.HOPS.PLURAL,,Hops,Hopfen
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Eine Blume, die für das Aroma von Bier verwendet wird. Muss in {{SEASON.SPRING}} gepflanzt werden."
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",
VEGETABLE.LOQUAT,,Loquat,Wollmispel
VEGETABLE.LOQUAT.PLURAL,,Loquats,Loquats
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Miltonia Pilz
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Miltonia Pilze
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Einst gedacht, nur in der Huddds-Region zu existieren, ist es jetzt in der ganzen Welt zu finden."
VEGETABLE.POTATO,,Potato,Kartoffel
VEGETABLE.POTATO.PLURAL,,Potatoes,Kartoffeln
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein stärkehaltiges Wurzelgemüse, das {{SEASON.WINTER}} überleben kann, was es zu einer guten Wahl für die meisten Siedlungen macht. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Lila Helm Pilz
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Lila Helm Pilze
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Plump Turban, Puffy Helm; Dieser sagenumwobene Pilz geht unter vielen Namen. Die Legende besagt, dass vor langer Zeit viele Zwerggemeinschaften vollständig von einem domestizierten Stamm dieses Pilzes beharrten."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota Pilz
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Rociomycota Pilze
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Ein weißer und schwarzer gefleckter Pilz. Es ist bekannt, das Aussehen derer zu beeinflussen, die es nehmen."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Sonnenpilz
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Sonnenpilze
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ein leuchtend gelber Pilz, der mit dem Auftreten von Sonnenlicht leuchtet. Es verliert dieses Glühen, sobald es geerntet wird."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Sirup Pulver Pilz
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Sirup Pulver Pilze
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Ein runder orange/gelber Pilz mit weißer Unterseite. Es soll vor langer Zeit von Magiern benutzt worden sein, aber zu welchem Zweck weiß niemand."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Fingerweckbeere
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Fingerblumbeeren
VEGETABLE.TOMATO,,Tomato,Tomate
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Tomaten
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Eine Pflanze, die große rote Beeren anbaut, die oft als Gemüse verwendet werden. Kann nur in {{SEASON.SPRING}} gepflanzt werden."
VEGETABLE.WHEAT,,Wheat,Weizen
VEGETABLE.WHEAT.PLURAL,,Wheat,Weizen
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Ein Getreidekorn, das in der Regel für die Herstellung von Brot verwendet wird. Es kann {{SEASON.WINTER}} überleben, dauert aber eine Weile, um zu wachsen, also wird es entweder in {{SEASON.SPRING}} oder {{SEASON.AUTUMN}} gepflanzt."
VEGETABLE.WHEAT.USAGE,,used to bake bread,

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} aus {{materialType}}
WALL.GEMS.NOUN,,Gems,Edelstein
WALL.ORE.NOUN,,Ore,Erz
WALL.ROUGH_STONE.NOUN,,Rock wall,Steinwand
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Glatte Steinwand
WALL.WOODEN.NOUN,,Wood wall,Holzwand

WEAPON.BATTLE.AXE,,Battle axe,
WEAPON.BATTLE.HAMMER,,Battle hammer,
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,
WEAPON.BONE.ARROWS.NOUN,,Arrow,Pfeil
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Pfeile
WEAPON.BOW,,Bow,Bogen
WEAPON.CROSSBOW,,Crossbow,
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,
WEAPON.METAL.ARROWS.NOUN,,Arrow,Pfeil
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Pfeile
WEAPON.METAL.BOLTS.NOUN,,Bolt,
WEAPON.METAL.BOLTS.PLURAL,,Bolts,
WEAPON.METAL.SHIELD,,Shield,
WEAPON.NONE,Used to select no weapon from the selection list,None,
WEAPON.NO_ARMOUR,,Unarmoured,
WEAPON.NO_SHIELD,,Unshielded,
WEAPON.SWORD,,Sword,
WEAPON.UNARMED,,Unarmed,Unbewaffnet
WEAPON.WOODEN.SHIELD,,Shield,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Bewölkt & grau
WEATHER.TYPE.COLD_WINDS,,Cold winds,Kalte Winde
WEATHER.TYPE.PERFECT,,Perfect weather,Perfektes Wetter
WEATHER.TYPE.RAIN,,Pouring rain,Strömender Regen
WEATHER.TYPE.SNOW,,Snow flurries,Schneegestöber
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Gewitter

WOOD.ASPEN.ADJECTIVE,,Aspen,Espe
WOOD.ASPEN.NOUN,,Aspen,Espe
WOOD.BAOBAB.ADJECTIVE,,Baobab,Affenbrotbaum
WOOD.BAOBAB.NOUN,,Baobab,Affenbrotbaum
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,Buche
WOOD.BEECH.NOUN,,Beech,Buche
WOOD.BIRCH.ADJECTIVE,,Birch,Birke
WOOD.BIRCH.NOUN,,Birch,Birke
WOOD.EBONY.ADJECTIVE,,Ebony,Ebenholz
WOOD.EBONY.NOUN,,Ebony,Ebenholz
WOOD.FIR.ADJECTIVE,,Fir,Tanne
WOOD.FIR.NOUN,,Fir,Tanne
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Eisenholz
WOOD.IRONWOOD.NOUN,,Ironwood,Eisenholz
WOOD.MAPLE.ADJECTIVE,,Maple,Ahorn
WOOD.MAPLE.NOUN,,Maple,Ahorn
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Eiche
WOOD.OAK.NOUN,,Oak,Eiche
WOOD.PECAN.ADJECTIVE,,Pecan,Pekannuss
WOOD.PECAN.NOUN,,Pecan,Pekannuss
WOOD.PINE.ADJECTIVE,,Pine,Kiefer
WOOD.PINE.NOUN,,Pine,Kiefer
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Rote Zeder
WOOD.RED_CEDAR.NOUN,,Red cedar,Rote Zeder
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Roter Kaiser
WOOD.RED_EMPEROR.NOUN,,Red emperor,Roter Kaiser
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palisander
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisander
WOOD.SPRUCE.ADJECTIVE,,Spruce,Fichte
WOOD.SPRUCE.NOUN,,Spruce,Fichte
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Stern Kiefer
WOOD.STAR_PINE.NOUN,,Star pine,Stern Kiefer
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Platane
WOOD.SYCAMORE.NOUN,,Sycamore,Platane
